leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lckADC,Nongshim RedForce,deokdam,Renekton,Lucian,Varus,Ziggs,Leona
lckADC,Nongshim RedForce,deokdam,Lucian,Varus,Kalista,Tahm Kench,Leona
lckADC,Nongshim RedForce,deokdam,Lucian,Kalista,Nocturne,Galio,Lulu
lckADC,Nongshim RedForce,deokdam,Lucian,Kalista,Nocturne,Yuumi,Ziggs
lckADC,Nongshim RedForce,deokdam,Kalista,Viego,Akali,Tahm Kench,Lulu
lckADC,Nongshim RedForce,deokdam,Nocturne,Kalista,Viego,Ezreal,Yuumi
lckADC,Nongshim RedForce,deokdam,Nocturne,Kalista,Xin Zhao,Viktor,Orianna
lckADC,Nongshim RedForce,deokdam,Renekton,Ziggs,Jayce,Volibear,Sylas
lckADC,Nongshim RedForce,deokdam,Xin Zhao,Nocturne,Jayce,Sett,Nautilus
lckADC,Nongshim RedForce,deokdam,LeBlanc,Ziggs,Diana,Gnar,Jayce
lckADC,Nongshim RedForce,deokdam,LeBlanc,Ziggs,Lucian,Braum,Viego
lckADC,Nongshim RedForce,deokdam,LeBlanc,Xin Zhao,Lucian,Jayce,Twisted Fate
lckADC,Nongshim RedForce,deokdam,Renekton,Sett,Xin Zhao,Rumble,Gwen
lckADC,Nongshim RedForce,deokdam,Lucian,Sett,Jayce,Yuumi,Rakan
lckADC,Nongshim RedForce,deokdam,Sett,Varus,Diana,Ashe,Kog'Maw
lckADC,Nongshim RedForce,deokdam,Varus,Sett,Diana,Rakan,Braum
lckADC,Nongshim RedForce,deokdam,Sett,Varus,Lillia,Rumble,Gwen
lckADC,Nongshim RedForce,deokdam,Kalista,Lucian,Gnar,Jhin,Jinx
lckADC,Nongshim RedForce,deokdam,Kalista,Lucian,Diana,LeBlanc,Akali
lckADC,Nongshim RedForce,deokdam,Kalista,Varus,Diana,Leona,Nautilus
lckADC,Nongshim RedForce,deokdam,Lucian,Renekton,Sylas,Akali,Irelia
lckADC,Nongshim RedForce,deokdam,Lucian,Renekton,Sylas,Akali,Irelia
lckADC,Nongshim RedForce,deokdam,Renekton,Lucian,Viego,Sylas,Twisted Fate
lckADC,Nongshim RedForce,deokdam,Trundle,Ryze,Renekton,Orianna,Syndra
lckADC,Nongshim RedForce,deokdam,Trundle,Ryze,Renekton,Leona,Orianna
lckADC,Nongshim RedForce,deokdam,Thresh,Ryze,Lee Sin,Ashe,Irelia
lckADC,Nongshim RedForce,deokdam,Thresh,Ryze,Syndra,Lissandra,Ornn
lckADC,Nongshim RedForce,deokdam,Kalista,Ashe,Azir,Volibear,Trundle
lckADC,Nongshim RedForce,deokdam,Kalista,Ashe,Leona,Volibear,Xin Zhao
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Nocturne,Yuumi,Lee Sin
lckMID,Nongshim RedForce,Gori,Senna,Nocturne,Lucian,Kai'Sa,Lee Sin
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Karma,Jayce,Nautilus
lckMID,Nongshim RedForce,Gori,Lee Sin,Udyr,Akali,Sett,Jayce
lckMID,Nongshim RedForce,Gori,Akali,Udyr,Diana,Lillia,Gwen
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Ezreal,Varus,Orianna
lckMID,Nongshim RedForce,Gori,Akali,Lulu,Lee Sin,Gnar,Seraphine
lckMID,Nongshim RedForce,Gori,Renekton,Lulu,Udyr,Tahm Kench,Thresh
lckMID,Nongshim RedForce,Gori,Varus,Lulu,Lee Sin,Twisted Fate,Sylas
lckMID,Nongshim RedForce,Gori,Volibear,Akali,Nocturne,Azir,Yasuo
lckMID,Nongshim RedForce,Gori,Kalista,Akali,Nocturne,Kai'Sa,Yasuo
lckMID,Nongshim RedForce,Gori,Kalista,Nocturne,Udyr,Nautilus,Leona
lckMID,Nongshim RedForce,Gori,Kalista,Lee Sin,Ezreal,Diana,Volibear
lckMID,Nongshim RedForce,Gori,Kalista,Lee Sin,Ezreal,Senna,Tahm Kench
lckMID,Nongshim RedForce,Gori,Kalista,Gnar,Lucian,LeBlanc,Azir
lckMID,Nongshim RedForce,Gori,Kalista,Gnar,Lucian,Orianna,Nautilus
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Xin Zhao,Sylas,Leona
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Varus,Ziggs,Leona
lckMID,Nongshim RedForce,Gori,Lucian,Varus,Kalista,Tahm Kench,Leona
lckMID,Nongshim RedForce,Gori,Lucian,Kalista,Nocturne,Galio,Lulu
lckMID,Nongshim RedForce,Gori,Lucian,Kalista,Nocturne,Yuumi,Ziggs
lckMID,Nongshim RedForce,Gori,Kalista,Viego,Akali,Tahm Kench,Lulu
lckMID,Nongshim RedForce,Gori,Nocturne,Kalista,Viego,Ezreal,Yuumi
lckMID,Nongshim RedForce,Gori,Nocturne,Kalista,Xin Zhao,Viktor,Orianna
lckMID,Nongshim RedForce,Gori,Renekton,Ziggs,Jayce,Volibear,Sylas
lckMID,Nongshim RedForce,Gori,Xin Zhao,Nocturne,Jayce,Sett,Nautilus
lckMID,Nongshim RedForce,Gori,LeBlanc,Ziggs,Diana,Gnar,Jayce
lckMID,Nongshim RedForce,Gori,LeBlanc,Ziggs,Lucian,Braum,Viego
lckMID,Nongshim RedForce,Gori,LeBlanc,Xin Zhao,Lucian,Jayce,Twisted Fate
lckMID,Nongshim RedForce,Gori,Renekton,Sett,Xin Zhao,Rumble,Gwen
lckMID,Nongshim RedForce,Gori,Lucian,Sett,Jayce,Yuumi,Rakan
lckMID,Nongshim RedForce,Gori,Sett,Varus,Diana,Ashe,Kog'Maw
lckMID,Nongshim RedForce,Gori,Varus,Sett,Diana,Rakan,Braum
lckMID,Nongshim RedForce,Gori,Sett,Varus,Lillia,Rumble,Gwen
lckMID,Nongshim RedForce,Gori,Kalista,Lucian,Gnar,Jhin,Jinx
lckMID,Nongshim RedForce,Gori,Kalista,Lucian,Diana,LeBlanc,Akali
lckMID,Nongshim RedForce,Gori,Kalista,Varus,Diana,Leona,Nautilus
lckMID,Nongshim RedForce,Gori,Lucian,Renekton,Sylas,Akali,Irelia
lckMID,Nongshim RedForce,Gori,Lucian,Renekton,Sylas,Akali,Irelia
lckMID,Nongshim RedForce,Gori,Renekton,Lucian,Viego,Sylas,Twisted Fate
lckMID,Nongshim RedForce,Gori,Trundle,Ryze,Renekton,Orianna,Syndra
lckMID,Nongshim RedForce,Gori,Trundle,Ryze,Renekton,Leona,Orianna
lckMID,Nongshim RedForce,Gori,Thresh,Ryze,Lee Sin,Ashe,Irelia
lckMID,Nongshim RedForce,Gori,Thresh,Ryze,Syndra,Lissandra,Ornn
lckMID,Nongshim RedForce,Gori,Kalista,Ashe,Azir,Volibear,Trundle
lckMID,Nongshim RedForce,Gori,Kalista,Ashe,Leona,Volibear,Xin Zhao
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Nocturne,Yuumi,Lee Sin
lckSUP,Nongshim RedForce,Kellin,Senna,Nocturne,Lucian,Kai'Sa,Lee Sin
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Karma,Jayce,Nautilus
lckSUP,Nongshim RedForce,Kellin,Lee Sin,Udyr,Akali,Sett,Jayce
lckSUP,Nongshim RedForce,Kellin,Akali,Udyr,Diana,Lillia,Gwen
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Ezreal,Varus,Orianna
lckSUP,Nongshim RedForce,Kellin,Akali,Lulu,Lee Sin,Gnar,Seraphine
lckSUP,Nongshim RedForce,Kellin,Renekton,Lulu,Udyr,Tahm Kench,Thresh
lckSUP,Nongshim RedForce,Kellin,Varus,Lulu,Lee Sin,Twisted Fate,Sylas
lckSUP,Nongshim RedForce,Kellin,Volibear,Akali,Nocturne,Azir,Yasuo
lckSUP,Nongshim RedForce,Kellin,Kalista,Akali,Nocturne,Kai'Sa,Yasuo
lckSUP,Nongshim RedForce,Kellin,Kalista,Nocturne,Udyr,Nautilus,Leona
lckSUP,Nongshim RedForce,Kellin,Kalista,Lee Sin,Ezreal,Diana,Volibear
lckSUP,Nongshim RedForce,Kellin,Kalista,Lee Sin,Ezreal,Senna,Tahm Kench
lckSUP,Nongshim RedForce,Kellin,Kalista,Gnar,Lucian,LeBlanc,Azir
lckSUP,Nongshim RedForce,Kellin,Kalista,Gnar,Lucian,Orianna,Nautilus
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Xin Zhao,Sylas,Leona
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Varus,Ziggs,Leona
lckSUP,Nongshim RedForce,Kellin,Lucian,Varus,Kalista,Tahm Kench,Leona
lckSUP,Nongshim RedForce,Kellin,Lucian,Kalista,Nocturne,Galio,Lulu
lckSUP,Nongshim RedForce,Kellin,Lucian,Kalista,Nocturne,Yuumi,Ziggs
lckSUP,Nongshim RedForce,Kellin,Kalista,Viego,Akali,Tahm Kench,Lulu
lckSUP,Nongshim RedForce,Kellin,Nocturne,Kalista,Viego,Ezreal,Yuumi
lckSUP,Nongshim RedForce,Kellin,Nocturne,Kalista,Xin Zhao,Viktor,Orianna
lckSUP,Nongshim RedForce,Kellin,Renekton,Ziggs,Jayce,Volibear,Sylas
lckSUP,Nongshim RedForce,Kellin,Xin Zhao,Nocturne,Jayce,Sett,Nautilus
lckSUP,Nongshim RedForce,Kellin,LeBlanc,Ziggs,Diana,Gnar,Jayce
lckSUP,Nongshim RedForce,Kellin,LeBlanc,Ziggs,Lucian,Braum,Viego
lckSUP,Nongshim RedForce,Kellin,LeBlanc,Xin Zhao,Lucian,Jayce,Twisted Fate
lckSUP,Nongshim RedForce,Kellin,Renekton,Sett,Xin Zhao,Rumble,Gwen
lckSUP,Nongshim RedForce,Kellin,Lucian,Sett,Jayce,Yuumi,Rakan
lckSUP,Nongshim RedForce,Kellin,Sett,Varus,Diana,Ashe,Kog'Maw
lckSUP,Nongshim RedForce,Kellin,Varus,Sett,Diana,Rakan,Braum
lckSUP,Nongshim RedForce,Kellin,Sett,Varus,Lillia,Rumble,Gwen
lckSUP,Nongshim RedForce,Kellin,Kalista,Lucian,Gnar,Jhin,Jinx
lckSUP,Nongshim RedForce,Kellin,Kalista,Lucian,Diana,LeBlanc,Akali
lckSUP,Nongshim RedForce,Kellin,Kalista,Varus,Diana,Leona,Nautilus
lckSUP,Nongshim RedForce,Kellin,Lucian,Renekton,Sylas,Akali,Irelia
lckSUP,Nongshim RedForce,Kellin,Lucian,Renekton,Sylas,Akali,Irelia
lckSUP,Nongshim RedForce,Kellin,Renekton,Lucian,Viego,Sylas,Twisted Fate
lckSUP,Nongshim RedForce,Kellin,Trundle,Ryze,Renekton,Orianna,Syndra
lckSUP,Nongshim RedForce,Kellin,Trundle,Ryze,Renekton,Leona,Orianna
lckSUP,Nongshim RedForce,Kellin,Thresh,Ryze,Lee Sin,Ashe,Irelia
lckSUP,Nongshim RedForce,Kellin,Thresh,Ryze,Syndra,Lissandra,Ornn
lckSUP,Nongshim RedForce,Kellin,Kalista,Ashe,Azir,Volibear,Trundle
lckSUP,Nongshim RedForce,Kellin,Kalista,Ashe,Leona,Volibear,Xin Zhao
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Nocturne,Yuumi,Lee Sin
lckJG,Nongshim RedForce,Peanut,Senna,Nocturne,Lucian,Kai'Sa,Lee Sin
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Karma,Jayce,Nautilus
lckJG,Nongshim RedForce,Peanut,Lee Sin,Udyr,Akali,Sett,Jayce
lckJG,Nongshim RedForce,Peanut,Akali,Udyr,Diana,Lillia,Gwen
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Ezreal,Varus,Orianna
lckJG,Nongshim RedForce,Peanut,Akali,Lulu,Lee Sin,Gnar,Seraphine
lckJG,Nongshim RedForce,Peanut,Renekton,Lulu,Udyr,Tahm Kench,Thresh
lckJG,Nongshim RedForce,Peanut,Varus,Lulu,Lee Sin,Twisted Fate,Sylas
lckJG,Nongshim RedForce,Peanut,Volibear,Akali,Nocturne,Azir,Yasuo
lckJG,Nongshim RedForce,Peanut,Kalista,Akali,Nocturne,Kai'Sa,Yasuo
lckJG,Nongshim RedForce,Peanut,Kalista,Nocturne,Udyr,Nautilus,Leona
lckJG,Nongshim RedForce,Peanut,Kalista,Lee Sin,Ezreal,Diana,Volibear
lckJG,Nongshim RedForce,Peanut,Kalista,Lee Sin,Ezreal,Senna,Tahm Kench
lckJG,Nongshim RedForce,Peanut,Kalista,Gnar,Lucian,LeBlanc,Azir
lckJG,Nongshim RedForce,Peanut,Kalista,Gnar,Lucian,Orianna,Nautilus
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Xin Zhao,Sylas,Leona
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Varus,Ziggs,Leona
lckJG,Nongshim RedForce,Peanut,Lucian,Varus,Kalista,Tahm Kench,Leona
lckJG,Nongshim RedForce,Peanut,Lucian,Kalista,Nocturne,Galio,Lulu
lckJG,Nongshim RedForce,Peanut,Lucian,Kalista,Nocturne,Yuumi,Ziggs
lckJG,Nongshim RedForce,Peanut,Kalista,Viego,Akali,Tahm Kench,Lulu
lckJG,Nongshim RedForce,Peanut,Nocturne,Kalista,Viego,Ezreal,Yuumi
lckJG,Nongshim RedForce,Peanut,Nocturne,Kalista,Xin Zhao,Viktor,Orianna
lckJG,Nongshim RedForce,Peanut,Renekton,Ziggs,Jayce,Volibear,Sylas
lckJG,Nongshim RedForce,Peanut,Xin Zhao,Nocturne,Jayce,Sett,Nautilus
lckJG,Nongshim RedForce,Peanut,LeBlanc,Ziggs,Diana,Gnar,Jayce
lckJG,Nongshim RedForce,Peanut,LeBlanc,Ziggs,Lucian,Braum,Viego
lckJG,Nongshim RedForce,Peanut,LeBlanc,Xin Zhao,Lucian,Jayce,Twisted Fate
lckJG,Nongshim RedForce,Peanut,Renekton,Sett,Xin Zhao,Rumble,Gwen
lckJG,Nongshim RedForce,Peanut,Lucian,Sett,Jayce,Yuumi,Rakan
lckJG,Nongshim RedForce,Peanut,Sett,Varus,Diana,Ashe,Kog'Maw
lckJG,Nongshim RedForce,Peanut,Varus,Sett,Diana,Rakan,Braum
lckJG,Nongshim RedForce,Peanut,Sett,Varus,Lillia,Rumble,Gwen
lckJG,Nongshim RedForce,Peanut,Kalista,Lucian,Gnar,Jhin,Jinx
lckJG,Nongshim RedForce,Peanut,Kalista,Lucian,Diana,LeBlanc,Akali
lckJG,Nongshim RedForce,Peanut,Kalista,Varus,Diana,Leona,Nautilus
lckJG,Nongshim RedForce,Peanut,Lucian,Renekton,Sylas,Akali,Irelia
lckJG,Nongshim RedForce,Peanut,Lucian,Renekton,Sylas,Akali,Irelia
lckJG,Nongshim RedForce,Peanut,Renekton,Lucian,Viego,Sylas,Twisted Fate
lckJG,Nongshim RedForce,Peanut,Trundle,Ryze,Renekton,Orianna,Syndra
lckJG,Nongshim RedForce,Peanut,Trundle,Ryze,Renekton,Leona,Orianna
lckJG,Nongshim RedForce,Peanut,Thresh,Ryze,Lee Sin,Ashe,Irelia
lckJG,Nongshim RedForce,Peanut,Thresh,Ryze,Syndra,Lissandra,Ornn
lckJG,Nongshim RedForce,Peanut,Kalista,Ashe,Azir,Volibear,Trundle
lckJG,Nongshim RedForce,Peanut,Kalista,Ashe,Leona,Volibear,Xin Zhao
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Nocturne,Yuumi,Lee Sin
lckTOP,Nongshim RedForce,Rich,Senna,Nocturne,Lucian,Kai'Sa,Lee Sin
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Karma,Jayce,Nautilus
lckTOP,Nongshim RedForce,Rich,Lee Sin,Udyr,Akali,Sett,Jayce
lckTOP,Nongshim RedForce,Rich,Akali,Udyr,Diana,Lillia,Gwen
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Ezreal,Varus,Orianna
lckTOP,Nongshim RedForce,Rich,Akali,Lulu,Lee Sin,Gnar,Seraphine
lckTOP,Nongshim RedForce,Rich,Renekton,Lulu,Udyr,Tahm Kench,Thresh
lckTOP,Nongshim RedForce,Rich,Varus,Lulu,Lee Sin,Twisted Fate,Sylas
lckTOP,Nongshim RedForce,Rich,Volibear,Akali,Nocturne,Azir,Yasuo
lckTOP,Nongshim RedForce,Rich,Kalista,Akali,Nocturne,Kai'Sa,Yasuo
lckTOP,Nongshim RedForce,Rich,Kalista,Nocturne,Udyr,Nautilus,Leona
lckTOP,Nongshim RedForce,Rich,Kalista,Lee Sin,Ezreal,Diana,Volibear
lckTOP,Nongshim RedForce,Rich,Kalista,Lee Sin,Ezreal,Senna,Tahm Kench
lckTOP,Nongshim RedForce,Rich,Kalista,Gnar,Lucian,LeBlanc,Azir
lckTOP,Nongshim RedForce,Rich,Kalista,Gnar,Lucian,Orianna,Nautilus
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Xin Zhao,Sylas,Leona
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Varus,Ziggs,Leona
lckTOP,Nongshim RedForce,Rich,Lucian,Varus,Kalista,Tahm Kench,Leona
lckTOP,Nongshim RedForce,Rich,Lucian,Kalista,Nocturne,Galio,Lulu
lckTOP,Nongshim RedForce,Rich,Lucian,Kalista,Nocturne,Yuumi,Ziggs
lckTOP,Nongshim RedForce,Rich,Kalista,Viego,Akali,Tahm Kench,Lulu
lckTOP,Nongshim RedForce,Rich,Nocturne,Kalista,Viego,Ezreal,Yuumi
lckTOP,Nongshim RedForce,Rich,Nocturne,Kalista,Xin Zhao,Viktor,Orianna
lckTOP,Nongshim RedForce,Rich,Renekton,Ziggs,Jayce,Volibear,Sylas
lckTOP,Nongshim RedForce,Rich,Xin Zhao,Nocturne,Jayce,Sett,Nautilus
lckTOP,Nongshim RedForce,Rich,LeBlanc,Ziggs,Diana,Gnar,Jayce
lckTOP,Nongshim RedForce,Rich,LeBlanc,Ziggs,Lucian,Braum,Viego
lckTOP,Nongshim RedForce,Rich,LeBlanc,Xin Zhao,Lucian,Jayce,Twisted Fate
lckTOP,Nongshim RedForce,Rich,Renekton,Sett,Xin Zhao,Rumble,Gwen
lckTOP,Nongshim RedForce,Rich,Lucian,Sett,Jayce,Yuumi,Rakan
lckTOP,Nongshim RedForce,Rich,Sett,Varus,Diana,Ashe,Kog'Maw
lckTOP,Nongshim RedForce,Rich,Varus,Sett,Diana,Rakan,Braum
lckTOP,Nongshim RedForce,Rich,Sett,Varus,Lillia,Rumble,Gwen
lckTOP,Nongshim RedForce,Rich,Kalista,Lucian,Gnar,Jhin,Jinx
lckTOP,Nongshim RedForce,Rich,Kalista,Lucian,Diana,LeBlanc,Akali
lckTOP,Nongshim RedForce,Rich,Kalista,Varus,Diana,Leona,Nautilus
lckTOP,Nongshim RedForce,Rich,Lucian,Renekton,Sylas,Akali,Irelia
lckTOP,Nongshim RedForce,Rich,Lucian,Renekton,Sylas,Akali,Irelia
lckTOP,Nongshim RedForce,Rich,Renekton,Lucian,Viego,Sylas,Twisted Fate
lckTOP,Nongshim RedForce,Rich,Trundle,Ryze,Renekton,Orianna,Syndra
lckTOP,Nongshim RedForce,Rich,Trundle,Ryze,Renekton,Leona,Orianna
lckTOP,Nongshim RedForce,Rich,Thresh,Ryze,Lee Sin,Ashe,Irelia
lckTOP,Nongshim RedForce,Rich,Thresh,Ryze,Syndra,Lissandra,Ornn
lckTOP,Nongshim RedForce,Rich,Kalista,Ashe,Azir,Volibear,Trundle
lckTOP,Nongshim RedForce,Rich,Kalista,Ashe,Leona,Volibear,Xin Zhao
lecADC,Rogue,Hans sama,Ezreal,Lee Sin,Varus,Leona,Nautilus
lecADC,Rogue,Hans sama,Lulu,Ezreal,Xin Zhao,Karma,Braum
lecADC,Rogue,Hans sama,Ezreal,Thresh,Olaf,Udyr,Gragas
lecADC,Rogue,Hans sama,Ezreal,Akali,Lee Sin,Senna,Kog'Maw
lecADC,Rogue,Hans sama,Volibear,Xin Zhao,Gwen,,Nautilus
lecADC,Rogue,Hans sama,Ezreal,Thresh,Rumble,Lulu,
lecADC,Rogue,Hans sama,Ezreal,Xin Zhao,Lucian,Kog'Maw,Lulu
lecADC,Rogue,Hans sama,Nocturne,Akali,Thresh,LeBlanc,Viktor
lecADC,Rogue,Hans sama,Xin Zhao,LeBlanc,Varus,Karma,Leona
lecADC,Rogue,Hans sama,LeBlanc,Akali,Gwen,Sylas,Camille
lecADC,Rogue,Hans sama,Xin Zhao,Gwen,Varus,Poppy,Leona
lecADC,Rogue,Hans sama,Ziggs,Gwen,Xin Zhao,Nautilus,Diana
lecADC,Rogue,Hans sama,Thresh,Lucian,Gwen,Taric,Braum
lecADC,Rogue,Hans sama,Thresh,Alistar,Olaf,Braum,Leona
lecADC,Rogue,Hans sama,Ziggs,Xin Zhao,Viego,Volibear,Lee Sin
lecADC,Rogue,Hans sama,LeBlanc,Thresh,Leona,Draven,Kalista
lecADC,Rogue,Hans sama,Irelia,Varus,Diana,Ryze,Zed
lecADC,Rogue,Hans sama,Dr. Mundo,Thresh,Kalista,Renekton,Gangplank
lecJG,Rogue,Inspired,Ezreal,Lee Sin,Varus,Leona,Nautilus
lecJG,Rogue,Inspired,Lulu,Ezreal,Xin Zhao,Karma,Braum
lecJG,Rogue,Inspired,Ezreal,Thresh,Olaf,Udyr,Gragas
lecJG,Rogue,Inspired,Ezreal,Akali,Lee Sin,Senna,Kog'Maw
lecJG,Rogue,Inspired,Volibear,Xin Zhao,Gwen,,Nautilus
lecJG,Rogue,Inspired,Ezreal,Thresh,Rumble,Lulu,
lecJG,Rogue,Inspired,Ezreal,Xin Zhao,Lucian,Kog'Maw,Lulu
lecJG,Rogue,Inspired,Nocturne,Akali,Thresh,LeBlanc,Viktor
lecJG,Rogue,Inspired,Xin Zhao,LeBlanc,Varus,Karma,Leona
lecJG,Rogue,Inspired,LeBlanc,Akali,Gwen,Sylas,Camille
lecJG,Rogue,Inspired,Xin Zhao,Gwen,Varus,Poppy,Leona
lecJG,Rogue,Inspired,Ziggs,Gwen,Xin Zhao,Nautilus,Diana
lecJG,Rogue,Inspired,Thresh,Lucian,Gwen,Taric,Braum
lecJG,Rogue,Inspired,Thresh,Alistar,Olaf,Braum,Leona
lecJG,Rogue,Inspired,Ziggs,Xin Zhao,Viego,Volibear,Lee Sin
lecJG,Rogue,Inspired,LeBlanc,Thresh,Leona,Draven,Kalista
lecJG,Rogue,Inspired,Irelia,Varus,Diana,Ryze,Zed
lecJG,Rogue,Inspired,Dr. Mundo,Thresh,Kalista,Renekton,Gangplank
lecMID,Rogue,Larssen,Ezreal,Lee Sin,Varus,Leona,Nautilus
lecMID,Rogue,Larssen,Lulu,Ezreal,Xin Zhao,Karma,Braum
lecMID,Rogue,Larssen,Ezreal,Thresh,Olaf,Udyr,Gragas
lecMID,Rogue,Larssen,Ezreal,Akali,Lee Sin,Senna,Kog'Maw
lecMID,Rogue,Larssen,Volibear,Xin Zhao,Gwen,,Nautilus
lecMID,Rogue,Larssen,Ezreal,Thresh,Rumble,Lulu,
lecMID,Rogue,Larssen,Ezreal,Xin Zhao,Lucian,Kog'Maw,Lulu
lecMID,Rogue,Larssen,Nocturne,Akali,Thresh,LeBlanc,Viktor
lecMID,Rogue,Larssen,Xin Zhao,LeBlanc,Varus,Karma,Leona
lecMID,Rogue,Larssen,LeBlanc,Akali,Gwen,Sylas,Camille
lecMID,Rogue,Larssen,Xin Zhao,Gwen,Varus,Poppy,Leona
lecMID,Rogue,Larssen,Ziggs,Gwen,Xin Zhao,Nautilus,Diana
lecMID,Rogue,Larssen,Thresh,Lucian,Gwen,Taric,Braum
lecMID,Rogue,Larssen,Thresh,Alistar,Olaf,Braum,Leona
lecMID,Rogue,Larssen,Ziggs,Xin Zhao,Viego,Volibear,Lee Sin
lecMID,Rogue,Larssen,LeBlanc,Thresh,Leona,Draven,Kalista
lecMID,Rogue,Larssen,Irelia,Varus,Diana,Ryze,Zed
lecMID,Rogue,Larssen,Dr. Mundo,Thresh,Kalista,Renekton,Gangplank
lecTOP,Rogue,Odoamne,Ezreal,Lee Sin,Varus,Leona,Nautilus
lecTOP,Rogue,Odoamne,Lulu,Ezreal,Xin Zhao,Karma,Braum
lecTOP,Rogue,Odoamne,Ezreal,Thresh,Olaf,Udyr,Gragas
lecTOP,Rogue,Odoamne,Ezreal,Akali,Lee Sin,Senna,Kog'Maw
lecTOP,Rogue,Odoamne,Volibear,Xin Zhao,Gwen,,Nautilus
lecTOP,Rogue,Odoamne,Ezreal,Thresh,Rumble,Lulu,
lecTOP,Rogue,Odoamne,Ezreal,Xin Zhao,Lucian,Kog'Maw,Lulu
lecTOP,Rogue,Odoamne,Nocturne,Akali,Thresh,LeBlanc,Viktor
lecTOP,Rogue,Odoamne,Xin Zhao,LeBlanc,Varus,Karma,Leona
lecTOP,Rogue,Odoamne,LeBlanc,Akali,Gwen,Sylas,Camille
lecTOP,Rogue,Odoamne,Xin Zhao,Gwen,Varus,Poppy,Leona
lecTOP,Rogue,Odoamne,Ziggs,Gwen,Xin Zhao,Nautilus,Diana
lecTOP,Rogue,Odoamne,Thresh,Lucian,Gwen,Taric,Braum
lecTOP,Rogue,Odoamne,Thresh,Alistar,Olaf,Braum,Leona
lecTOP,Rogue,Odoamne,Ziggs,Xin Zhao,Viego,Volibear,Lee Sin
lecTOP,Rogue,Odoamne,LeBlanc,Thresh,Leona,Draven,Kalista
lecTOP,Rogue,Odoamne,Irelia,Varus,Diana,Ryze,Zed
lecTOP,Rogue,Odoamne,Dr. Mundo,Thresh,Kalista,Renekton,Gangplank
lecSUP,Rogue,Trymbi,Ezreal,Lee Sin,Varus,Leona,Nautilus
lecSUP,Rogue,Trymbi,Lulu,Ezreal,Xin Zhao,Karma,Braum
lecSUP,Rogue,Trymbi,Ezreal,Thresh,Olaf,Udyr,Gragas
lecSUP,Rogue,Trymbi,Ezreal,Akali,Lee Sin,Senna,Kog'Maw
lecSUP,Rogue,Trymbi,Volibear,Xin Zhao,Gwen,,Nautilus
lecSUP,Rogue,Trymbi,Ezreal,Thresh,Rumble,Lulu,
lecSUP,Rogue,Trymbi,Ezreal,Xin Zhao,Lucian,Kog'Maw,Lulu
lecSUP,Rogue,Trymbi,Nocturne,Akali,Thresh,LeBlanc,Viktor
lecSUP,Rogue,Trymbi,Xin Zhao,LeBlanc,Varus,Karma,Leona
lecSUP,Rogue,Trymbi,LeBlanc,Akali,Gwen,Sylas,Camille
lecSUP,Rogue,Trymbi,Xin Zhao,Gwen,Varus,Poppy,Leona
lecSUP,Rogue,Trymbi,Ziggs,Gwen,Xin Zhao,Nautilus,Diana
lecSUP,Rogue,Trymbi,Thresh,Lucian,Gwen,Taric,Braum
lecSUP,Rogue,Trymbi,Thresh,Alistar,Olaf,Braum,Leona
lecSUP,Rogue,Trymbi,Ziggs,Xin Zhao,Viego,Volibear,Lee Sin
lecSUP,Rogue,Trymbi,LeBlanc,Thresh,Leona,Draven,Kalista
lecSUP,Rogue,Trymbi,Irelia,Varus,Diana,Ryze,Zed
lecSUP,Rogue,Trymbi,Dr. Mundo,Thresh,Kalista,Renekton,Gangplank
lecMID,SK Gaming,Blue,Thresh,Lulu,Varus,Nautilus,Leona
lecMID,SK Gaming,Blue,Lulu,Akali,Thresh,Sylas,Ryze
lecMID,SK Gaming,Blue,Lulu,Karma,Akali,Wukong,Leona
lecMID,SK Gaming,Blue,Lulu,Karma,Xin Zhao,Thresh,Wukong
lecMID,SK Gaming,Blue,Kalista,Lucian,Xin Zhao,Braum,Renekton
lecMID,SK Gaming,Blue,Renekton,Nocturne,Thresh,Rakan,Twisted Fate
lecMID,SK Gaming,Blue,Xin Zhao,Twisted Fate,Nocturne,Braum,Camille
