leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lecMID,SK Gaming,Blue,Lucian,Akali,Nocturne,Diana,Gangplank
lecMID,SK Gaming,Blue,Ziggs,Diana,Viego,Braum,Wukong
lecMID,SK Gaming,Blue,Diana,Xin Zhao,Kalista,LeBlanc,Twisted Fate
lecMID,SK Gaming,Blue,Diana,Xin Zhao,Varus,Lee Sin,Sejuani
lecMID,SK Gaming,Blue,Viego,Xin Zhao,Kalista,Camille,Olaf
lecMID,SK Gaming,Blue,Alistar,Trundle,Viktor,Lee Sin,Jinx
lecMID,SK Gaming,Blue,Xin Zhao,Viego,Lee Sin,Alistar,Camille
lecMID,SK Gaming,Blue,Xin Zhao,Lucian,Varus,Draven,Ziggs
lecTOP,SK Gaming,Jenax,Renekton,Gwen,Nocturne,Karma,Sylas
lecTOP,SK Gaming,Jenax,Sylas,Akali,Thresh,Jayce,Zoe
lecTOP,SK Gaming,Jenax,Akali,Varus,Gwen,Sylas,Twisted Fate
lecTOP,SK Gaming,Jenax,Thresh,Lulu,Varus,Nautilus,Leona
lecTOP,SK Gaming,Jenax,Lulu,Akali,Thresh,Sylas,Ryze
lecTOP,SK Gaming,Jenax,Lulu,Karma,Akali,Wukong,Leona
lecTOP,SK Gaming,Jenax,Lulu,Karma,Xin Zhao,Thresh,Wukong
lecTOP,SK Gaming,Jenax,Kalista,Lucian,Xin Zhao,Braum,Renekton
lecTOP,SK Gaming,Jenax,Renekton,Nocturne,Thresh,Rakan,Twisted Fate
lecTOP,SK Gaming,Jenax,Xin Zhao,Twisted Fate,Nocturne,Braum,Camille
lecTOP,SK Gaming,Jenax,Lucian,Akali,Nocturne,Diana,Gangplank
lecTOP,SK Gaming,Jenax,Ziggs,Diana,Viego,Braum,Wukong
lecTOP,SK Gaming,Jenax,Diana,Xin Zhao,Kalista,LeBlanc,Twisted Fate
lecTOP,SK Gaming,Jenax,Diana,Xin Zhao,Varus,Lee Sin,Sejuani
lecTOP,SK Gaming,Jenax,Viego,Xin Zhao,Kalista,Camille,Olaf
lecTOP,SK Gaming,Jenax,Alistar,Trundle,Viktor,Lee Sin,Jinx
lecTOP,SK Gaming,Jenax,Xin Zhao,Viego,Lee Sin,Alistar,Camille
lecTOP,SK Gaming,Jenax,Xin Zhao,Lucian,Varus,Draven,Ziggs
lecSUP,SK Gaming,Jesiz,Renekton,Gwen,Nocturne,Karma,Sylas
lecSUP,SK Gaming,Jesiz,Sylas,Akali,Thresh,Jayce,Zoe
lecSUP,SK Gaming,Jesiz,Akali,Varus,Gwen,Sylas,Twisted Fate
lecSUP,SK Gaming,Jesiz,Thresh,Lulu,Varus,Nautilus,Leona
lecSUP,SK Gaming,Jesiz,Lulu,Akali,Thresh,Sylas,Ryze
lecADC,SK Gaming,Jezu,Renekton,Gwen,Nocturne,Karma,Sylas
lecADC,SK Gaming,Jezu,Sylas,Akali,Thresh,Jayce,Zoe
lecADC,SK Gaming,Jezu,Akali,Varus,Gwen,Sylas,Twisted Fate
lecADC,SK Gaming,Jezu,Thresh,Lulu,Varus,Nautilus,Leona
lecADC,SK Gaming,Jezu,Lulu,Akali,Thresh,Sylas,Ryze
lecADC,SK Gaming,Jezu,Lulu,Karma,Akali,Wukong,Leona
lecADC,SK Gaming,Jezu,Lulu,Karma,Xin Zhao,Thresh,Wukong
lecADC,SK Gaming,Jezu,Kalista,Lucian,Xin Zhao,Braum,Renekton
lecADC,SK Gaming,Jezu,Renekton,Nocturne,Thresh,Rakan,Twisted Fate
lecADC,SK Gaming,Jezu,Xin Zhao,Twisted Fate,Nocturne,Braum,Camille
lecADC,SK Gaming,Jezu,Lucian,Akali,Nocturne,Diana,Gangplank
lecADC,SK Gaming,Jezu,Ziggs,Diana,Viego,Braum,Wukong
lecADC,SK Gaming,Jezu,Diana,Xin Zhao,Kalista,LeBlanc,Twisted Fate
lecADC,SK Gaming,Jezu,Diana,Xin Zhao,Varus,Lee Sin,Sejuani
lecADC,SK Gaming,Jezu,Viego,Xin Zhao,Kalista,Camille,Olaf
lecADC,SK Gaming,Jezu,Alistar,Trundle,Viktor,Lee Sin,Jinx
lecADC,SK Gaming,Jezu,Xin Zhao,Viego,Lee Sin,Alistar,Camille
lecADC,SK Gaming,Jezu,Xin Zhao,Lucian,Varus,Draven,Ziggs
lecSUP,SK Gaming,Lilipp,Lulu,Karma,Akali,Wukong,Leona
lecSUP,SK Gaming,Lilipp,Lulu,Karma,Xin Zhao,Thresh,Wukong
lecSUP,SK Gaming,Lilipp,Kalista,Lucian,Xin Zhao,Braum,Renekton
lecSUP,SK Gaming,Lilipp,Renekton,Nocturne,Thresh,Rakan,Twisted Fate
lecSUP,SK Gaming,Lilipp,Xin Zhao,Twisted Fate,Nocturne,Braum,Camille
lecSUP,SK Gaming,Lilipp,Lucian,Akali,Nocturne,Diana,Gangplank
lecSUP,SK Gaming,Lilipp,Ziggs,Diana,Viego,Braum,Wukong
lecSUP,SK Gaming,Lilipp,Diana,Xin Zhao,Kalista,LeBlanc,Twisted Fate
lecSUP,SK Gaming,Lilipp,Diana,Xin Zhao,Varus,Lee Sin,Sejuani
lecSUP,SK Gaming,Lilipp,Viego,Xin Zhao,Kalista,Camille,Olaf
lecSUP,SK Gaming,Lilipp,Alistar,Trundle,Viktor,Lee Sin,Jinx
lecSUP,SK Gaming,Lilipp,Xin Zhao,Viego,Lee Sin,Alistar,Camille
lecSUP,SK Gaming,Lilipp,Xin Zhao,Lucian,Varus,Draven,Ziggs
lecJG,SK Gaming,Treatz,Renekton,Gwen,Nocturne,Karma,Sylas
lecJG,SK Gaming,Treatz,Sylas,Akali,Thresh,Jayce,Zoe
lecJG,SK Gaming,Treatz,Akali,Varus,Gwen,Sylas,Twisted Fate
lecJG,SK Gaming,Treatz,Thresh,Lulu,Varus,Nautilus,Leona
lecJG,SK Gaming,Treatz,Lulu,Akali,Thresh,Sylas,Ryze
lecJG,SK Gaming,Treatz,Lulu,Karma,Akali,Wukong,Leona
lecJG,SK Gaming,Treatz,Lulu,Karma,Xin Zhao,Thresh,Wukong
lecJG,SK Gaming,Treatz,Kalista,Lucian,Xin Zhao,Braum,Renekton
lecJG,SK Gaming,Treatz,Renekton,Nocturne,Thresh,Rakan,Twisted Fate
lecJG,SK Gaming,Treatz,Xin Zhao,Twisted Fate,Nocturne,Braum,Camille
lecJG,SK Gaming,Treatz,Lucian,Akali,Nocturne,Diana,Gangplank
lecJG,SK Gaming,Treatz,Ziggs,Diana,Viego,Braum,Wukong
lecJG,SK Gaming,Treatz,Diana,Xin Zhao,Kalista,LeBlanc,Twisted Fate
lecJG,SK Gaming,Treatz,Diana,Xin Zhao,Varus,Lee Sin,Sejuani
lecJG,SK Gaming,Treatz,Viego,Xin Zhao,Kalista,Camille,Olaf
lecJG,SK Gaming,Treatz,Alistar,Trundle,Viktor,Lee Sin,Jinx
lecJG,SK Gaming,Treatz,Xin Zhao,Viego,Lee Sin,Alistar,Camille
lecJG,SK Gaming,Treatz,Xin Zhao,Lucian,Varus,Draven,Ziggs
lecMID,SK Gaming,twohoyrz,Renekton,Gwen,Nocturne,Karma,Sylas
lecMID,SK Gaming,twohoyrz,Sylas,Akali,Thresh,Jayce,Zoe
lecMID,SK Gaming,twohoyrz,Akali,Varus,Gwen,Sylas,Twisted Fate
lckTOP,T1,Canna,Karma,Tahm Kench,Renekton,Akali,Sett
lckTOP,T1,Canna,Renekton,Lulu,Karma,Neeko,Zilean
lckTOP,T1,Canna,Renekton,Tahm Kench,,Nidalee,Udyr
lckTOP,T1,Canna,Senna,Tahm Kench,Renekton,Leona,Akali
lckTOP,T1,Canna,Renekton,Senna,Lucian,Lulu,Zoe
lckTOP,T1,Canna,Gnar,Akali,Renekton,Leona,Wukong
lckTOP,T1,Canna,Lucian,Renekton,Kalista,Wukong,Thresh
lckTOP,T1,Canna,Lucian,Renekton,Akali,Leona,Alistar
lckTOP,T1,Canna,Akali,Renekton,Lucian,Sett,Gnar
lckTOP,T1,Canna,Akali,Renekton,,Karma,Wukong
lckTOP,T1,Canna,Varus,Akali,Lucian,Tristana,Karma
lckTOP,T1,Canna,Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench
lckTOP,T1,Canna,Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh
lckTOP,T1,Canna,Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus
lckTOP,T1,Canna,Ezreal,Lee Sin,Xin Zhao,Thresh,Braum
lckTOP,T1,Canna,Ezreal,Lee Sin,Sett,Thresh,Jayce
lckTOP,T1,Canna,Xin Zhao,Varus,Rumble,Nidalee,Gwen
lckTOP,T1,Canna,Xin Zhao,Rumble,Lee Sin,Kalista,Alistar
lckTOP,T1,Canna,Xin Zhao,Varus,Sett,Yuumi,Jayce
lckTOP,T1,Canna,Kalista,Ezreal,Akali,Kai'Sa,Tristana
lckTOP,T1,Canna,Kalista,Azir,Ezreal,Kai'Sa,Tristana
lckTOP,T1,Canna,Nocturne,Xin Zhao,Thresh,Nautilus,Alistar
lckTOP,T1,Canna,Diana,Gnar,LeBlanc,Nidalee,Rumble
lckTOP,T1,Canna,Xin Zhao,Viego,Lucian,Wukong,Alistar
lckTOP,T1,Canna,Xin Zhao,Viego,Nocturne,Kalista,Samira
lckTOP,T1,Canna,Diana,Varus,Ziggs,Wukong,Leona
lckTOP,T1,Canna,Diana,Varus,Ziggs,Wukong,Zac
lckTOP,T1,Canna,Ziggs,Varus,Diana,Kalista,Leona
lckTOP,T1,Canna,Renekton,Leona,Xin Zhao,Thresh,Gangplank
lckTOP,T1,Canna,Renekton,Diana,Viego,Lulu,Gangplank
lckTOP,T1,Canna,Xin Zhao,Renekton,Leona,Jayce,Kennen
lckTOP,T1,Canna,Gnar,Renekton,Irelia,Wukong,Leona
lckTOP,T1,Canna,Gnar,Kalista,Irelia,Leona,Rumble
lckTOP,T1,Canna,Gnar,Kalista,Irelia,Braum,Thresh
lckTOP,T1,Canna,Diana,Leona,Ryze,Varus,Braum
lckTOP,T1,Canna,Diana,Lucian,Ryze,Lissandra,Gnar
lckTOP,T1,Canna,Lucian,Varus,Ryze,Thresh,LeBlanc
lckTOP,T1,Canna,Kalista,Wukong,Diana,Lucian,Kai'Sa
lckTOP,T1,Canna,Kalista,Renekton,Diana,Rumble,Syndra
lckTOP,T1,Canna,Irelia,Kalista,Diana,Leona,Lucian
lckTOP,T1,Canna,Irelia,Xin Zhao,Diana,Lee Sin,Kindred
lckTOP,T1,Canna,Renekton,Diana,Irelia,Kennen,LeBlanc
lckTOP,T1,Canna,Lucian,Renekton,Diana,Thresh,Ziggs
lckTOP,T1,Canna,Lucian,Irelia,Diana,Ezreal,Ziggs
lckJG,T1,Cuzz,Karma,Tahm Kench,Renekton,Akali,Sett
lckJG,T1,Cuzz,Renekton,Lulu,Karma,Neeko,Zilean
lckJG,T1,Cuzz,Renekton,Tahm Kench,,Nidalee,Udyr
lckJG,T1,Cuzz,Senna,Tahm Kench,Renekton,Leona,Akali
lckJG,T1,Cuzz,Renekton,Senna,Lucian,Lulu,Zoe
lckJG,T1,Cuzz,Gnar,Akali,Renekton,Leona,Wukong
lckJG,T1,Cuzz,Lucian,Renekton,Kalista,Wukong,Thresh
lckJG,T1,Cuzz,Lucian,Renekton,Akali,Leona,Alistar
lckJG,T1,Cuzz,Akali,Renekton,Lucian,Sett,Gnar
lckJG,T1,Cuzz,Akali,Renekton,,Karma,Wukong
lckJG,T1,Cuzz,Varus,Akali,Lucian,Tristana,Karma
lckJG,T1,Cuzz,Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench
lckJG,T1,Cuzz,Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh
lckJG,T1,Cuzz,Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus
lckJG,T1,Cuzz,Ezreal,Lee Sin,Xin Zhao,Thresh,Braum
lckJG,T1,Cuzz,Ezreal,Lee Sin,Sett,Thresh,Jayce
lckJG,T1,Cuzz,Xin Zhao,Varus,Rumble,Nidalee,Gwen
lckJG,T1,Cuzz,Xin Zhao,Rumble,Lee Sin,Kalista,Alistar
lckJG,T1,Cuzz,Xin Zhao,Varus,Sett,Yuumi,Jayce
lckJG,T1,Cuzz,Kalista,Ezreal,Akali,Kai'Sa,Tristana
lckJG,T1,Cuzz,Kalista,Azir,Ezreal,Kai'Sa,Tristana
lckJG,T1,Cuzz,Nocturne,Xin Zhao,Thresh,Nautilus,Alistar
lckJG,T1,Cuzz,Diana,Gnar,LeBlanc,Nidalee,Rumble
lckMID,T1,Faker,Karma,Tahm Kench,Renekton,Akali,Sett
lckMID,T1,Faker,Renekton,Lulu,Karma,Neeko,Zilean
lckMID,T1,Faker,Renekton,Tahm Kench,,Nidalee,Udyr
lckMID,T1,Faker,Senna,Tahm Kench,Renekton,Leona,Akali
lckMID,T1,Faker,Renekton,Senna,Lucian,Lulu,Zoe
lckMID,T1,Faker,Gnar,Akali,Renekton,Leona,Wukong
lckMID,T1,Faker,Lucian,Renekton,Kalista,Wukong,Thresh
lckMID,T1,Faker,Lucian,Renekton,Akali,Leona,Alistar
lckMID,T1,Faker,Akali,Renekton,Lucian,Sett,Gnar
lckMID,T1,Faker,Akali,Renekton,,Karma,Wukong
lckMID,T1,Faker,Varus,Akali,Lucian,Tristana,Karma
lckMID,T1,Faker,Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench
lckMID,T1,Faker,Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh
lckMID,T1,Faker,Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus
lckMID,T1,Faker,Ezreal,Lee Sin,Xin Zhao,Thresh,Braum
lckMID,T1,Faker,Ezreal,Lee Sin,Sett,Thresh,Jayce
lckMID,T1,Faker,Xin Zhao,Varus,Rumble,Nidalee,Gwen
lckMID,T1,Faker,Xin Zhao,Rumble,Lee Sin,Kalista,Alistar
lckMID,T1,Faker,Xin Zhao,Varus,Sett,Yuumi,Jayce
lckMID,T1,Faker,Kalista,Ezreal,Akali,Kai'Sa,Tristana
lckMID,T1,Faker,Kalista,Azir,Ezreal,Kai'Sa,Tristana
lckMID,T1,Faker,Nocturne,Xin Zhao,Thresh,Nautilus,Alistar
lckMID,T1,Faker,Diana,Gnar,LeBlanc,Nidalee,Rumble
lckMID,T1,Faker,Xin Zhao,Viego,Lucian,Wukong,Alistar
lckMID,T1,Faker,Xin Zhao,Viego,Nocturne,Kalista,Samira
lckMID,T1,Faker,Diana,Varus,Ziggs,Wukong,Leona
lckMID,T1,Faker,Diana,Varus,Ziggs,Wukong,Zac
lckMID,T1,Faker,Ziggs,Varus,Diana,Kalista,Leona
lckMID,T1,Faker,Renekton,Leona,Xin Zhao,Thresh,Gangplank
lckMID,T1,Faker,Renekton,Diana,Viego,Lulu,Gangplank
lckMID,T1,Faker,Xin Zhao,Renekton,Leona,Jayce,Kennen
lckMID,T1,Faker,Gnar,Renekton,Irelia,Wukong,Leona
lckMID,T1,Faker,Gnar,Kalista,Irelia,Leona,Rumble
lckMID,T1,Faker,Gnar,Kalista,Irelia,Braum,Thresh
lckMID,T1,Faker,Diana,Leona,Ryze,Varus,Braum
lckMID,T1,Faker,Diana,Lucian,Ryze,Lissandra,Gnar
lckMID,T1,Faker,Lucian,Varus,Ryze,Thresh,LeBlanc
lckMID,T1,Faker,Kalista,Wukong,Diana,Lucian,Kai'Sa
lckMID,T1,Faker,Kalista,Renekton,Diana,Rumble,Syndra
lckMID,T1,Faker,Irelia,Kalista,Diana,Leona,Lucian
lckMID,T1,Faker,Irelia,Xin Zhao,Diana,Lee Sin,Kindred
lckMID,T1,Faker,Renekton,Diana,Irelia,Kennen,LeBlanc
lckMID,T1,Faker,Lucian,Renekton,Diana,Thresh,Ziggs
lckMID,T1,Faker,Lucian,Irelia,Diana,Ezreal,Ziggs
lckADC,T1,Gumayusi,Kalista,Ezreal,Akali,Kai'Sa,Tristana
lckADC,T1,Gumayusi,Kalista,Azir,Ezreal,Kai'Sa,Tristana
lckADC,T1,Gumayusi,Nocturne,Xin Zhao,Thresh,Nautilus,Alistar
lckADC,T1,Gumayusi,Diana,Gnar,LeBlanc,Nidalee,Rumble
lckADC,T1,Gumayusi,Xin Zhao,Viego,Lucian,Wukong,Alistar
lckADC,T1,Gumayusi,Xin Zhao,Viego,Nocturne,Kalista,Samira
lckADC,T1,Gumayusi,Diana,Varus,Ziggs,Wukong,Leona
lckADC,T1,Gumayusi,Diana,Varus,Ziggs,Wukong,Zac
lckADC,T1,Gumayusi,Ziggs,Varus,Diana,Kalista,Leona
lckADC,T1,Gumayusi,Renekton,Leona,Xin Zhao,Thresh,Gangplank
lckADC,T1,Gumayusi,Renekton,Diana,Viego,Lulu,Gangplank
lckADC,T1,Gumayusi,Xin Zhao,Renekton,Leona,Jayce,Kennen
lckADC,T1,Gumayusi,Gnar,Renekton,Irelia,Wukong,Leona
lckADC,T1,Gumayusi,Gnar,Kalista,Irelia,Leona,Rumble
lckADC,T1,Gumayusi,Gnar,Kalista,Irelia,Braum,Thresh
lckADC,T1,Gumayusi,Diana,Leona,Ryze,Varus,Braum
lckADC,T1,Gumayusi,Diana,Lucian,Ryze,Lissandra,Gnar
lckADC,T1,Gumayusi,Lucian,Varus,Ryze,Thresh,LeBlanc
lckADC,T1,Gumayusi,Kalista,Wukong,Diana,Lucian,Kai'Sa
lckADC,T1,Gumayusi,Kalista,Renekton,Diana,Rumble,Syndra
lckADC,T1,Gumayusi,Irelia,Kalista,Diana,Leona,Lucian
lckADC,T1,Gumayusi,Irelia,Xin Zhao,Diana,Lee Sin,Kindred
lckADC,T1,Gumayusi,Renekton,Diana,Irelia,Kennen,LeBlanc
lckADC,T1,Gumayusi,Lucian,Renekton,Diana,Thresh,Ziggs
lckADC,T1,Gumayusi,Lucian,Irelia,Diana,Ezreal,Ziggs
lckSUP,T1,Keria,Karma,Tahm Kench,Renekton,Akali,Sett
lckSUP,T1,Keria,Renekton,Lulu,Karma,Neeko,Zilean
lckSUP,T1,Keria,Renekton,Tahm Kench,,Nidalee,Udyr
lckSUP,T1,Keria,Senna,Tahm Kench,Renekton,Leona,Akali
lckSUP,T1,Keria,Renekton,Senna,Lucian,Lulu,Zoe
lckSUP,T1,Keria,Gnar,Akali,Renekton,Leona,Wukong
lckSUP,T1,Keria,Lucian,Renekton,Kalista,Wukong,Thresh
lckSUP,T1,Keria,Lucian,Renekton,Akali,Leona,Alistar
lckSUP,T1,Keria,Akali,Renekton,Lucian,Sett,Gnar
lckSUP,T1,Keria,Akali,Renekton,,Karma,Wukong
lckSUP,T1,Keria,Varus,Akali,Lucian,Tristana,Karma
lckSUP,T1,Keria,Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench
lckSUP,T1,Keria,Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh
lckSUP,T1,Keria,Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus
lckSUP,T1,Keria,Ezreal,Lee Sin,Xin Zhao,Thresh,Braum
lckSUP,T1,Keria,Ezreal,Lee Sin,Sett,Thresh,Jayce
lckSUP,T1,Keria,Xin Zhao,Varus,Rumble,Nidalee,Gwen
lckSUP,T1,Keria,Xin Zhao,Rumble,Lee Sin,Kalista,Alistar
lckSUP,T1,Keria,Xin Zhao,Varus,Sett,Yuumi,Jayce
lckSUP,T1,Keria,Kalista,Ezreal,Akali,Kai'Sa,Tristana
lckSUP,T1,Keria,Kalista,Azir,Ezreal,Kai'Sa,Tristana
lckSUP,T1,Keria,Nocturne,Xin Zhao,Thresh,Nautilus,Alistar
lckSUP,T1,Keria,Diana,Gnar,LeBlanc,Nidalee,Rumble
lckSUP,T1,Keria,Xin Zhao,Viego,Lucian,Wukong,Alistar
lckSUP,T1,Keria,Xin Zhao,Viego,Nocturne,Kalista,Samira
lckSUP,T1,Keria,Diana,Varus,Ziggs,Wukong,Leona
lckSUP,T1,Keria,Diana,Varus,Ziggs,Wukong,Zac
lckSUP,T1,Keria,Ziggs,Varus,Diana,Kalista,Leona
lckSUP,T1,Keria,Renekton,Leona,Xin Zhao,Thresh,Gangplank
lckSUP,T1,Keria,Renekton,Diana,Viego,Lulu,Gangplank
lckSUP,T1,Keria,Xin Zhao,Renekton,Leona,Jayce,Kennen
lckSUP,T1,Keria,Gnar,Renekton,Irelia,Wukong,Leona
lckSUP,T1,Keria,Gnar,Kalista,Irelia,Leona,Rumble
lckSUP,T1,Keria,Gnar,Kalista,Irelia,Braum,Thresh
lckSUP,T1,Keria,Diana,Leona,Ryze,Varus,Braum
lckSUP,T1,Keria,Diana,Lucian,Ryze,Lissandra,Gnar
lckSUP,T1,Keria,Lucian,Varus,Ryze,Thresh,LeBlanc
lckSUP,T1,Keria,Kalista,Wukong,Diana,Lucian,Kai'Sa
lckSUP,T1,Keria,Kalista,Renekton,Diana,Rumble,Syndra
lckSUP,T1,Keria,Irelia,Kalista,Diana,Leona,Lucian
lckSUP,T1,Keria,Irelia,Xin Zhao,Diana,Lee Sin,Kindred
lckSUP,T1,Keria,Renekton,Diana,Irelia,Kennen,LeBlanc
lckSUP,T1,Keria,Lucian,Renekton,Diana,Thresh,Ziggs
lckSUP,T1,Keria,Lucian,Irelia,Diana,Ezreal,Ziggs
lckJG,T1,Oner,Xin Zhao,Viego,Lucian,Wukong,Alistar
lckJG,T1,Oner,Xin Zhao,Viego,Nocturne,Kalista,Samira
lckJG,T1,Oner,Diana,Varus,Ziggs,Wukong,Leona
lckJG,T1,Oner,Diana,Varus,Ziggs,Wukong,Zac
lckJG,T1,Oner,Ziggs,Varus,Diana,Kalista,Leona
lckJG,T1,Oner,Renekton,Leona,Xin Zhao,Thresh,Gangplank
lckJG,T1,Oner,Renekton,Diana,Viego,Lulu,Gangplank
lckJG,T1,Oner,Xin Zhao,Renekton,Leona,Jayce,Kennen
lckJG,T1,Oner,Gnar,Renekton,Irelia,Wukong,Leona
lckJG,T1,Oner,Gnar,Kalista,Irelia,Leona,Rumble
lckJG,T1,Oner,Gnar,Kalista,Irelia,Braum,Thresh
lckJG,T1,Oner,Diana,Leona,Ryze,Varus,Braum
lckJG,T1,Oner,Diana,Lucian,Ryze,Lissandra,Gnar
lckJG,T1,Oner,Lucian,Varus,Ryze,Thresh,LeBlanc
lckJG,T1,Oner,Kalista,Wukong,Diana,Lucian,Kai'Sa
lckJG,T1,Oner,Kalista,Renekton,Diana,Rumble,Syndra
lckJG,T1,Oner,Irelia,Kalista,Diana,Leona,Lucian
lckJG,T1,Oner,Irelia,Xin Zhao,Diana,Lee Sin,Kindred
lckJG,T1,Oner,Renekton,Diana,Irelia,Kennen,LeBlanc
lckJG,T1,Oner,Lucian,Renekton,Diana,Thresh,Ziggs
lckJG,T1,Oner,Lucian,Irelia,Diana,Ezreal,Ziggs
lckADC,T1,Teddy,Karma,Tahm Kench,Renekton,Akali,Sett
lckADC,T1,Teddy,Renekton,Lulu,Karma,Neeko,Zilean
lckADC,T1,Teddy,Renekton,Tahm Kench,,Nidalee,Udyr
lckADC,T1,Teddy,Senna,Tahm Kench,Renekton,Leona,Akali
lckADC,T1,Teddy,Renekton,Senna,Lucian,Lulu,Zoe
lckADC,T1,Teddy,Gnar,Akali,Renekton,Leona,Wukong
lckADC,T1,Teddy,Lucian,Renekton,Kalista,Wukong,Thresh
lckADC,T1,Teddy,Lucian,Renekton,Akali,Leona,Alistar
lckADC,T1,Teddy,Akali,Renekton,Lucian,Sett,Gnar
lckADC,T1,Teddy,Akali,Renekton,,Karma,Wukong
lckADC,T1,Teddy,Varus,Akali,Lucian,Tristana,Karma
lckADC,T1,Teddy,Xin Zhao,Akali,Ezreal,Thresh,Tahm Kench
lckADC,T1,Teddy,Xin Zhao,Akali,Ezreal,Tahm Kench,Thresh
lckADC,T1,Teddy,Varus,Xin Zhao,Lee Sin,Tahm Kench,Nautilus
lckADC,T1,Teddy,Ezreal,Lee Sin,Xin Zhao,Thresh,Braum
lckADC,T1,Teddy,Ezreal,Lee Sin,Sett,Thresh,Jayce
lckADC,T1,Teddy,Xin Zhao,Varus,Rumble,Nidalee,Gwen
lckADC,T1,Teddy,Xin Zhao,Rumble,Lee Sin,Kalista,Alistar
lckADC,T1,Teddy,Xin Zhao,Varus,Sett,Yuumi,Jayce
lcsTOP,Team Liquid,Alphari,Varus,Lucian,Gwen,Leona,Nautilus
lcsTOP,Team Liquid,Alphari,Renekton,Kalista,Akali,Sylas,Dr. Mundo
lcsTOP,Team Liquid,Alphari,Gwen,Akali,Sett,Lucian,Trundle
lcsTOP,Team Liquid,Alphari,Kalista,Lee Sin,Irelia,Gwen,Ryze
lcsTOP,Team Liquid,Alphari,Gwen,Kalista,Gnar,Dr. Mundo,Leona
lcsTOP,Team Liquid,Alphari,Lee Sin,Nocturne,Kalista,Thresh,Nautilus
lcsTOP,Team Liquid,Alphari,Gwen,LeBlanc,Xin Zhao,Renekton,Kalista
lcsTOP,Team Liquid,Alphari,Gwen,Renekton,Irelia,Sett,Lucian
lcsTOP,Team Liquid,Alphari,Gwen,Volibear,Viego,Renekton,Lee Sin
lcsTOP,Team Liquid,Alphari,Diana,Ziggs,Tahm Kench,Leona,Nautilus
lcsTOP,Team Liquid,Alphari,Renekton,LeBlanc,Ryze,Nautilus,Twisted Fate
lcsTOP,Team Liquid,Alphari,LeBlanc,Diana,Kalista,Irelia,Syndra
lcsJG,Team Liquid,Armao,Nocturne,Lucian,Viego,Ryze,LeBlanc
lcsJG,Team Liquid,Armao,Kalista,Sett,Galio,Gangplank,Kled
lcsJG,Team Liquid,Armao,Nocturne,Volibear,Rumble,Jayce,Renekton
lcsJG,Team Liquid,Armao,Sett,Senna,Volibear,Nautilus,Ryze
lcsJG,Team Liquid,Armao,Sett,Gwen,Lee Sin,Renekton,Lucian
lcsJG,Team Liquid,Armao,Sett,Viego,Gwen,Leona,Sylas
lcsJG,Team Liquid,Armao,Renekton,Kalista,Akali,Sylas,Dr. Mundo
lcsJG,Team Liquid,Armao,Lucian,Renekton,Jayce,Leona,Nautilus
lcsJG,Team Liquid,Armao,Gwen,Akali,Sett,Lucian,Trundle
lcsJG,Team Liquid,Armao,Kalista,Lee Sin,Irelia,Gwen,Ryze
lcsJG,Team Liquid,Armao,Gwen,Kalista,Gnar,Dr. Mundo,Leona
lcsJG,Team Liquid,Armao,Lee Sin,Nocturne,Kalista,Thresh,Nautilus
lcsJG,Team Liquid,Armao,Gwen,LeBlanc,Xin Zhao,Renekton,Kalista
lcsJG,Team Liquid,Armao,Gwen,Renekton,Irelia,Sett,Lucian
lcsJG,Team Liquid,Armao,Gwen,Volibear,Viego,Renekton,Lee Sin
lcsSUP,Team Liquid,CoreJJ,Varus,Lucian,Gwen,Leona,Nautilus
lcsSUP,Team Liquid,CoreJJ,Lucian,Lee Sin,Udyr,Ezreal,Sivir
lcsSUP,Team Liquid,CoreJJ,Udyr,Lucian,Renekton,Tristana,Sett
lcsSUP,Team Liquid,CoreJJ,Renekton,Gwen,Karma,Leona,Lucian
lcsSUP,Team Liquid,CoreJJ,Renekton,Lee Sin,Karma,Gnar,Nocturne
lcsSUP,Team Liquid,CoreJJ,Udyr,Nocturne,Rumble,Jayce,Lee Sin
lcsSUP,Team Liquid,CoreJJ,Sett,Lulu,Viego,Sylas,Leona
lcsSUP,Team Liquid,CoreJJ,Renekton,Sett,Lee Sin,Leona,Xin Zhao
lcsSUP,Team Liquid,CoreJJ,Karma,Senna,Nocturne,Kai'Sa,Kalista
lcsSUP,Team Liquid,CoreJJ,Nocturne,Lucian,Viego,Ryze,LeBlanc
lcsSUP,Team Liquid,CoreJJ,Kalista,Sett,Galio,Gangplank,Kled
lcsSUP,Team Liquid,CoreJJ,Nocturne,Volibear,Rumble,Jayce,Renekton
